message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,post_fb_url,,,final_link,image_text,link_text,,sponsor_id,sponsor_name,sponsor_category,Results
Might be a great opportunity during difficult times.,https://www.facebook.com/159326604103130/posts/3467848916584199,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5085.0,5105.0,2020-10-30 12:10:14 EDT,2020-10-30,12:10:14,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3467848916584199,,,,,Mosaic in Pontiac Virtual Hiring Event,,,,,
Check our monthly conversation with 106th Legislative District Representative Tom Bennett. Just click for the audio. https://www.wjez.com/2022/06/22/community-forum-still-looking-for-answers-regarding-pontiac-cc/,https://www.facebook.com/159326604103130/posts/5252257704809969,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5138.0,5207.0,2022-06-22 17:54:46 EDT,2022-06-22,17:54:46,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5252257704809969,,,,,,,,,,
"With our economy rapidly changing, we understand the importance of staying informed now more than ever. Got 60-seconds? We have something to help you keep up with the most important stories happening across money, business, and the economy! Marketplace Minute provides three 60-second economic news reports each day across major podcast platforms and on smart speakers. Marketplace Minute makes it easier than ever to find your daily business, news, and economic stories. You can listen to the Marketplace Minute report here: https://link.chtbl.com/Marketplace_Minute Westwood One",https://www.facebook.com/159326604103130/posts/3426630120706079,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5080.0,5099.0,2020-10-15 11:00:43 EDT,2020-10-15,11:00:43,Native Video,0,0,0,0,0,0,0,0,0,0,owned,Yes,33,33,0,00:00:30,https://www.facebook.com/159326604103130/posts/3426630120706079,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F989WJEZ%2Fvideos%2F345198436592352%2F,,"Marketplace Minute, a free 60-second news podcast",,,,,
"Sex Pistols guitarist Steve Jones hosts Jonesy’s Jukebox, the weekly podcast where the only rule is doing whatever Jonesy wants. Jonesy has interviewed talent like Johnny Depp, Lenny Kravitz, Johnny Ramone, Ozzy Osbourne, Eddie Vedder, Brian Wilson, Tracey Ullman, Robert Plant, Courtney Love, John Waters, and more. Jonesy and his guests discuss everything from music to current topics with a living room conversation vibe. This podcast is available everywhere and a new episode drops every Monday. Listen on your preferred platform. Jonesy is also the author of the autobiography ""Lonely Boy,"" which has been adapted for television by filmmaker Danny Boyle (Trainspotting) in a 6-part limited series ""Pistol"" that was released worldwide on Tuesday, May 31.",https://www.facebook.com/159326604103130/posts/5195503127152094,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5137.0,5201.0,2022-06-02 11:00:02 EDT,2022-06-02,11:00:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5195503127152094,,,,,Timeline photos,,,,,
https://www.wjez.com/2022/06/07/community-forum-united-way-working-to-meet-the-needs-of-the-county/,https://www.facebook.com/159326604103130/posts/5209609722408101,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5140.0,5208.0,2022-06-07 10:29:41 EDT,2022-06-07,10:29:41,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5209609722408101,,,,,Community Forum: United Way Working to Meet the Needs of the County,,,,,
https://www.wjez.com/2022/06/08/community-forum-summer-reading-up-and-running-at-the-library/,https://www.facebook.com/159326604103130/posts/5212749812094092,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5140.0,5208.0,2022-06-08 12:36:42 EDT,2022-06-08,12:36:42,Link,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/5212749812094092,,,,,Community Forum: Summer Reading Up and Running at the Library,,,,,
Operation Snowflurry is coming up later this month with safety measures in place and free admission. Check out all the details in our interview with Christine McMillion from IHR in Pontiac.,https://www.facebook.com/159326604103130/posts/3405631642805927,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5081.0,5100.0,2020-10-08 10:21:14 EDT,2020-10-08,10:21:14,Link,7,0,0,7,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3405631642805927,,,,,Community Forum: Operation Snowflurry is a Go!,,,,,
,https://www.facebook.com/159326604103130/posts/3442587359110355,WJEZ,989WJEZ,159326604103130,BROADCASTING_MEDIA_PRODUCTION,US,Livingston County's Classic Hits on 98.9 WJEZ -- A Cumulus Media Station,2010-11-10 01:05:39,5082.0,5101.0,2020-10-21 11:21:19 EDT,2020-10-21,11:21:19,Link,3,1,0,0,0,0,0,2,0,0,,-,0,0,0,,https://www.facebook.com/159326604103130/posts/3442587359110355,,,,,County Sees Another Spike in COVID-19 Numbers,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.facebook.com/1470348259844389/posts/2705602482985621,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-31 20:35:56 EDT,2020-10-31,20:35:56,Photo,5,3,0,0,0,0,0,2,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2705602482985621,,,,,Vicksburg Daily News,,,,,1
,https://www.facebook.com/1470348259844389/posts/2683152065230663,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-07 16:28:14 EDT,2020-10-07,16:28:14,YouTube,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2683152065230663,,,,,Hurricane Delta Update 10/7/2020,,,,,
,https://www.facebook.com/1470348259844389/posts/2685785794967290,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-10 20:37:37 EDT,2020-10-10,20:37:37,Link,8,1,0,2,0,0,0,5,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2685785794967290,,,https://vicksburgnews.com/house-fire-on-sherwood-drive-in-vicksburg/,,House fire on Sherwood Drive in Vicksburg - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2681392185406651,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-05 14:53:21 EDT,2020-10-05,14:53:21,YouTube,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2681392185406651,,,https://www.youtube.com/watch?v=mlpU-rGoghk,,Circuit Clerk Jan Daigre on voter registration deadline and absentee voting.,,,,,
,https://www.facebook.com/1470348259844389/posts/2677450285800841,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-01 07:48:52 EDT,2020-10-01,07:48:52,Photo,4,1,0,0,0,3,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2677450285800841,,,,,Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/3132693860276479,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,10218.0,11204.0,2022-06-09 20:09:32 EDT,2022-06-09,20:09:32,Link,17,2,0,2,0,0,0,13,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/3132693860276479,,,,,City statement: Meridian police officer died in shooting,,,,,
,https://www.facebook.com/1470348259844389/posts/2682347831977753,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-06 17:16:50 EDT,2020-10-06,17:16:50,Link,10,3,0,0,0,1,0,5,0,1,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2682347831977753,,,https://vicksburgnews.com/a-piece-of-vicksburg-history-is-officially-no-more/,,A piece of Vicksburg history is officially no more - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2678753732337163,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-02 15:32:42 EDT,2020-10-02,15:32:42,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,131,2459,0,00:16:07,https://www.facebook.com/1470348259844389/posts/2678753732337163,,,,,Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2697809017098301,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-23 12:54:12 EDT,2020-10-23,12:54:12,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2697809017098301,,,,,Levee Street Marketplace,,,,,
,https://www.facebook.com/1470348259844389/posts/2690345107844692,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-15 20:05:00 EDT,2020-10-15,20:05:00,Link,6,2,1,2,0,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2690345107844692,,,https://vicksburgnews.com/wreck-on-halls-ferry-at-hawkins-road-causes-power-outage-and-traffic-delays/,,Wreck on Halls Ferry at Hawkins Road causes power outage and traffic delays - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2691171367762066,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-16 18:06:56 EDT,2020-10-16,18:06:56,Status,18,6,1,5,0,5,1,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2691171367762066,,,,,,,,,,
,https://www.facebook.com/1470348259844389/posts/2682865995259270,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-07 08:53:29 EDT,2020-10-07,08:53:29,Link,23,3,5,12,0,2,0,1,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2682865995259270,,,https://vicksburgnews.com/three-shot-one-critical-after-incident-at-lds-tuesday-night/,,"Three shot, one critical after incident at LD’s Tuesday night - Vicksburg Daily News",,,,,
,https://www.facebook.com/1470348259844389/posts/2678261959053007,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-02 06:42:15 EDT,2020-10-02,06:42:15,Link,37,18,6,1,11,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2678261959053007,,,https://vicksburgnews.com/vicksburg-woman-celebrates-101st-birthday/,,Vicksburg woman celebrates 101st birthday - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2681526735393196,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-05 19:21:20 EDT,2020-10-05,19:21:20,Link,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2681526735393196,,,https://vicksburgnews.com/freetown-road-bridge-project-nears-completion/,,Freetown Road bridge project nears completion - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2680481188831084,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-04 16:10:56 EDT,2020-10-04,16:10:56,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2680481188831084,,,https://vicksburgnews.com/join-the-outpouring-of-community-support-for-family-of-kealen-andrew/,,Join the outpouring of community support for family of Kealen Andrew - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2695089744036895,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-20 18:19:42 EDT,2020-10-20,18:19:42,Photo,8,4,0,4,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2695089744036895,,,,,Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2693221084223761,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-18 20:09:30 EDT,2020-10-18,20:09:30,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2693221084223761,,,,,Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2701696010042935,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-27 18:14:22 EDT,2020-10-27,18:14:22,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2701696010042935,,,https://vicksburgnews.com/sheriff-pace-eager-to-move-forward-on-new-jail/,,Sheriff Pace eager to move forward on new jail - Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2677672535778616,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-01 12:43:45 EDT,2020-10-01,12:43:45,Photo,3,0,0,2,0,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2677672535778616,,,,,Vicksburg Daily News,,,,,
,https://www.facebook.com/1470348259844389/posts/2683381958541007,Miss-Lou News Now,VburgNews,1470348259844389,NEWS_SITE,US,"Independent News, Sports, and Weather Reporter With over 25 years experience in the Miss-Lou area!
 ",2014-02-28 01:59:40,,,2020-10-07 22:10:53 EDT,2020-10-07,22:10:53,Link,6,1,0,3,0,2,0,0,0,0,,-,0,0,0,,https://www.facebook.com/1470348259844389/posts/2683381958541007,,,https://vicksburgnews.com/co2-leak-closes-highway-3-near-satartia/,,CO2 leak closes Highway 3 near Satartia - Vicksburg Daily News,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Folks. It’s only October. We live relatively close to the equator￼. There will ALWAYS be warm-ups after each cold front. 😂 This next front could be cooler than the last strongest by a few degrees. Regardless of specifics, it’ll be much cooler than it is now.",https://www.facebook.com/478921795508086/posts/3417091341691102,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19754.0,20355.0,2020-10-11 10:41:49 EDT,2020-10-11,10:41:49,Link,134,87,12,8,24,1,1,0,0,1,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3417091341691102,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F478921795508086%2Fposts%2F3416777988389104%2F,,This is a re-share of a post,,,,,1
"PEACE AND BLESSINS', #heathaters.",https://www.facebook.com/478921795508086/posts/3468503216549914,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19759.0,20370.0,2020-10-29 11:54:56 EDT,2020-10-29,11:54:56,Photo,752,273,126,105,191,38,9,6,0,4,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3468503216549914,,,,,Timeline photos,,,,,
"There she blows! The strong cold front sweeps through tomorrow afternoon and evening; some of the coolest weather so far this season is in the weekend forecast. Yes, it will warm-up again after a few days.",https://www.facebook.com/478921795508086/posts/3428605083873061,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19768.0,20372.0,2020-10-15 09:28:58 EDT,2020-10-15,09:28:58,Photo,273,124,52,44,46,3,1,2,0,1,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3428605083873061,,,,,Timeline photos,,,,,
"INVEST 95-L | Storminess has become a bit better organized in the western Caribbean over the past 24-hours. Development is possible. It’s worth a watch, but not a “worry” today. There is a lot of uncertainty in its long-term forecast.",https://www.facebook.com/478921795508086/posts/3451234868276749,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19762.0,20373.0,2020-10-23 10:31:16 EDT,2020-10-23,10:31:16,Photo,65,36,9,13,1,1,0,5,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3451234868276749,,,,,,,,,,
"#HeatHaters, We might be able to conjure up some more 40s before all is said and done. Get the 'mallows, Cutter",https://www.facebook.com/478921795508086/posts/3423274877739415,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19767.0,20371.0,2020-10-13 11:01:08 EDT,2020-10-13,11:01:08,Photo,203,101,27,11,58,1,2,3,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3423274877739415,,,,,Timeline photos,,,,,
"How y'all doin', Atlanta #heathaters?",https://www.facebook.com/100044565391952/posts/585827099579465,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,20401.0,21050.0,2022-06-11 20:27:35 EDT,2022-06-11,20:27:35,Photo,40,10,19,0,0,4,1,6,0,0,,-,0,0,0,,https://www.facebook.com/100044565391952/posts/585827099579465,,,,94° 93° 93° 91° 92° SUN MON TUE WED 046 WEATHER FIRST ALERT THU,,,,,,
Talking about a cold front Monday morning on #WTOCDaybreak!,https://www.facebook.com/478921795508086/posts/3458323717567864,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19764.0,20375.0,2020-10-25 21:57:37 EDT,2020-10-25,21:57:37,Status,168,96,29,1,34,1,1,4,0,2,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3458323717567864,,,,,,,,,,
PEEK-A-BOO 🌀 Delta’s structure continues to improve and an eye appears to be forming. Further strengthening is likely today into tonight as it moves through the western Gulf of Mexico.,https://www.facebook.com/478921795508086/posts/3407845262615710,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19751.0,20350.0,2020-10-08 12:08:24 EDT,2020-10-08,12:08:24,Native Video,36,16,3,3,0,5,0,7,0,2,owned,Yes,712,733,0,00:00:11,https://www.facebook.com/478921795508086/posts/3407845262615710,,,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fcuttermartinwx%2Fvideos%2F357742612095322%2F,,,,,,,
Enjoying sun’s return? ☀️,https://www.facebook.com/478921795508086/posts/3404736589593244,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19749.0,20350.0,2020-10-07 13:22:51 EDT,2020-10-07,13:22:51,Status,152,81,45,0,22,1,1,1,0,1,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3404736589593244,,,,,,,,,,
"HALLOWEEN WEATHER | A big batch of cold air filters into the United States the remainder of this week into next week. Portions of the Rockies and Plains will get cold... even wintry. But, locally, a ridge of high pressure and a couple other factors may delay our front's arrival and lessen its local impact. Clearly, forecast models are still resolving Halloween's weather. While far from certain, a chilly Halloween is still possible across the Coastal Empire and Lowcountry.",https://www.facebook.com/478921795508086/posts/3445458942187675,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19766.0,20375.0,2020-10-21 08:51:05 EDT,2020-10-21,08:51:05,Photo,119,79,20,3,16,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3445458942187675,,,,,Timeline photos,,,,,
🔥🔥🔥🔥🔥🔥 FIRST ALERT | KATL has broken today’s record high temperature. 🔥🔥🔥🔥🔥🔥,https://www.facebook.com/100044565391952/posts/588265716002270,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,20398.0,21048.0,2022-06-15 16:21:09 EDT,2022-06-15,16:21:09,Status,98,46,28,0,0,21,0,0,1,2,,-,0,0,0,,https://www.facebook.com/100044565391952/posts/588265716002270,,,,,,,,,,
Hey there! Check out our new digital set; another place you can grab a check of the forecast.,https://www.facebook.com/478921795508086/posts/3388188947914675,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19751.0,20351.0,2020-10-02 11:24:13 EDT,2020-10-02,11:24:13,Live Video Complete,12,10,1,0,1,0,0,0,0,0,share,No,407,3802,0,00:10:09,https://www.facebook.com/478921795508086/posts/3388188947914675,,,,,WTOC-TV,,,,,
"Love it, or hate it - more scattered showers and thunderstorms are in the forecast through the bulk of the day. Grab an umbrella before leaving the house.",https://www.facebook.com/478921795508086/posts/3447782508621985,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19764.0,20374.0,2020-10-22 06:04:39 EDT,2020-10-22,06:04:39,Photo,65,53,5,1,4,1,0,1,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3447782508621985,,,,,Timeline photos,,,,,
"It feels AMAZING outside, #atlanta 😍",https://www.facebook.com/100044565391952/posts/584860636342778,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,20399.0,21048.0,2022-06-10 09:10:23 EDT,2022-06-10,09:10:23,Status,37,30,6,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/100044565391952/posts/584860636342778,,,,,,,,,,
"There is still some uncertainty with the Halloween forecast and, obviously, there are differences among computer models. Exact timing and strength of the ""cold front"" are still very-much unknown. The team will be fine-tuning the forecast over the next few days. The possibilities range from muggy and damp... to chilly and clear. Haha [insert Meteorologist joke] We're working hard to fine-tune the forecast over the next 3-4 days.",https://www.facebook.com/478921795508086/posts/3448392565227646,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19764.0,20374.0,2020-10-22 10:37:54 EDT,2020-10-22,10:37:54,Photo,58,35,17,2,0,2,2,0,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3448392565227646,,,,,Timeline photos,,,,,
"CHILLY START | The Savannah/Hilton Head International Airport (unofficially) dipped to 54°, or so, this morning. This would be the chilliest temperature since the second week of May! This morning’s official low temperature will be posted within the next couple hours.",https://www.facebook.com/478921795508086/posts/3392234867510083,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19752.0,20351.0,2020-10-03 16:03:46 EDT,2020-10-03,16:03:46,Status,107,71,15,0,19,1,0,1,0,0,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3392234867510083,,,,,,,,,,
"DELTA | After making landfall just south of Cancun this morning, it’ll reemerge into the Gulf of Mexico today; strengthening back into a Major Hurricane. Severe impacts remain likely along the Louisiana coastline. Notice how large the wind-field (orange, red, yellow) has gotten? #Delta’s size will continue to grow, regardless of strengthening. That’ll “help” it move quite a bit of water - producing an even more significant storm surge.",https://www.facebook.com/478921795508086/posts/3404451392955097,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,19749.0,20350.0,2020-10-07 11:36:55 EDT,2020-10-07,11:36:55,Photo,68,21,1,11,0,15,0,19,0,1,,-,0,0,0,,https://www.facebook.com/478921795508086/posts/3404451392955097,,,,,Photos from WTOC Cutter Martin's post,,,,,
It’s nice to stop and admire the sky every now and then. 😉,https://www.facebook.com/100044565391952/posts/581064540055721,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,20404.0,21057.0,2022-06-04 10:01:22 EDT,2022-06-04,10:01:22,Photo,200,120,42,0,35,0,0,0,0,3,,-,0,0,0,,https://www.facebook.com/100044565391952/posts/581064540055721,,,,,,,,,,
"A few thunder-boomers linger into the evening; especially north of I-20. Keep rain, lightning and severe weather alerts turned on in your CBS46￼ First Alert Weather App just in case.",https://www.facebook.com/100044565391952/posts/579991176829724,Cutter Martin,cuttermartinwx,100044565391952,NEWS_PERSONALITY,US,Meteorologist (NWA Seal Holder) & Live Reporter for WTOC-TV.,2013-03-26 22:41:10,20406.0,21070.0,2022-06-02 16:24:05 EDT,2022-06-02,16:24:05,Native Video,42,23,17,0,1,1,0,0,0,0,owned,Yes,431,431,0,00:00:55,https://www.facebook.com/100044565391952/posts/579991176829724,,,,,,,,,,
